ticker,name
ABI.BR,AB InBev
ACKB.BR,Ackermans & van Haaren
AED.BR,Aedifica
AGS.BR,Ageas
ARGX.BR,arGEN-X [nl]
AZE.BR,Azelis Group
COFB.BR,Cofinimmo
DIE.BR,D'Ieteren
ELI.BR,Elia Group
GBLB.BR,GBL
KBC.BR,KBC
LOTB.BR,Lotus Bakeries
MELE.BR,Melexis [nl]
MONT.BR,Montea
SOF.BR,Sofina
SOLB.BR,Solvay
SYENS.BR,Syensqo
UCB.BR,UCB
UMI.BR,Umicore
WDP.BR,WDP [nl]
