ticker,name
AC.PA,Accor
AF.PA,Air France–KLM
AKE.PA,Arkema
BIM.PA,BioMérieux
BVI.PA,Bureau Veritas
DIM.PA,Sartorius Stedim Biooutsource
ENX.PA,Euronext
EO.PA,Faurecia
FGR.PA,Eiffage
FR.PA,Valeo
GET.PA,Getlink
GFC.PA,Gecina
LI.PA,Klépierre
RCO.PA,Rémy Cointreau
RXL.PA,Rexel
SOI.PA,Soitec
SOLB.PA,Solvay
SW.PA,Sodexo
UBI.PA,Ubisoft
VIV.PA,Vivendi
